광물이름,보고서 내용,날짜
철광석,"중국의 철강산업 부양 기대심리에 따른 시장 강보합세 지속 중국의 철강가격 지수가 예년수준을 회복함에 따라 중국내 상아히, 다롄, 정저우 거래소 등 원자재 선물상품에 대한 글로벌 헷지펀드의 투기적 매수세가 증가하는 가운데 중국정부의 투기거래 단속조치 등 규제강화에도 불구하고, 철광석 시장강세가 지속됨. 중국의 건설수요 증대가 철강재 구매를 견인하면서 철강원재료인 철광석, 원료탄, 코크스 모두 시장 강세가 지속되는 것으로 평가. 단, 철강산업의 근본적인 개선신호 부족으로 상기 투기수요에 따른 가격상승세가 급락할 우려 또한 제기되는 상황임",201605
유연탄,"인도, 중국의 연료탄 수요 감소세에 따른 가격하락세 국제유가가 전주대비 5% 상승했으나, 석탄 최대 수입국인 인도와 중국의 기본적인 수입수요 감소전망에 따라 유연탄 가격은 전주대비 1.9% 하락함. 또한 Reuters통신에 따르면, 중국 국가개발개혁위원회가 `18년까지 15개지역에서 신규 석탄발전소 건설을 금지함에 따라 석탄소비 감소세가 심화될 전망",201605
우라늄,메이저 Cameco사 감산결정에 따른 우라늄 가격 소폭회복세 우라늄 가격이 최근 후쿠시마 원전사태 이후 최저가격인 파운드당 20달러 중반대를 기록함에 따라 메이저 Cameco사가 1분기 적자를 만회하기 위해 Rabbit Lake 광산 폐광 등 연 500만 파운드의 감산결정을 내림. 또한 Rio Tinto사의 Rossing Uranium사 등도 실적개선을 위한 감산계획을 발표함에 따라 우라늄 가격 소폭반등세 시현,201605
"동,니켈,아연","중국 및 미국의 경기실적 부진에 따른 가격약세 중국의 4월 제조업PMI 49.4로 전월대비 0.3p 하락, 미국의 1/4분기 GDP성장률 0.5%(전기대비)로 예상치(0.7%) 하회, 4월 비농업부문 고용자수 16만명으로 전월대비 25.6% 하락하면서 비철금속 가격하방압력 발생(니켈가격은 소폭 상승). 또한 5월1주차 국제유가(WTI현물)도 배럴당 45.37달러로 전주대비 5.7%하락함에 따라 원자재 가격약세를 견인한 것으로 분석",201605
철광석,"중국의 원자재 선물시장 규제 및 주요 항구 재고과다로 인한 가격하락세 4월말 중국 다롄 상품거래소 등 원자재 선물시장의 투기 규제를 위한 중국정부의  단속조치로 철광석가격이 하락세를 나타냄. 또한 중국 주요항구의 철광석 재고량이 지난주 9,850만톤으로 1년내 최고치일 정도로 과다상태여서 가격하락폭이 심화됨",201605
유연탄,"미국 석탄생산 부진에 따른 유연탄 가격 소폭 상승세 미국의 `15년 석탄생산량이 9억톤미만으로 전년대비 10% 감소하였고, Peabody등 미국내 Big5 석탄메이저의 파산위기 우려에 기인한 유연탄 가격 회복세가 나타남",201605
우라늄,"미국 우라늄 생산실적 저조 및 Cameco사 감산결정에 따른 가격보합세 `15년 미국의 우라늄 생산량은 370만파운드로 전년대비 24% 감소, 호주 Energy Resources사의 Ranger광산 가동중단 및 Cameco사 연 500만파운드 감산결정으로 가격상승요인 우세",201605
"동,니켈,아연","글로벌 경기실적 부진에 따른 가격 하향세 미국의 4월 신규 실업수당 청구건수는 29.4만건으로 `15년 2월이후 최대치로서 시장전망치인 27만건을 크게 상회하였고, 중국의 4월 무역규모가 수출금액, 수입금액 각각 전년동월대비 1.8%, 10.9%나 하락하면서 비철금속 가격하방압력 발생(아연은 보합세유지). 또한 미연준은 상기 고용지표 부진에도 불구하고 추가 금리인상 가능성을 언급함에 따라 달러가치 상승 우려가 커지는 상황임",201605
철광석,중국 원자재 선물거래 위축 및 계절적 수요둔화에 따른 하락세 4월말경 중국정부의 원자재 선물 투기거래 규제강화와 철강관련 계절적 수요증가세가 점차 둔화되면서 철광석 가격은 전주대비 8.9% 하락함. 특히 철광석의 중국 항구재고가 4월말 현재 1억8만톤으로 1년4개월만에 1억톤을 상회함,201605
유연탄,"주요국 석탄소비 감소에 따른 가격 약보합세 5월둘째주 국제유가(WTI현물가)는 배럴당 46.2달러로 전주대비 3.5% 상승했으나, 유연탄가격은 중국 등 주요국 석탄수입 감소세 유지에 따라 약보합세를 유지함. 또한 EIA(미국 에너지청)는 석탄의 소비증가세가 `40년까지 연평균 0.6%로 에너지원중 가장 약세를 보일 것으로 전망",201605
우라늄,Cameco사 감산결정에 따른 우라늄 가격상승 압력 발생 메이저 Cameco사 `16년 1분기 4억불 적자발생에 따른 500만파운드 감산결정으로 세계 최대 우라늄광인 McArthur River 감산 및 Rabbit Lake광산 가동중단 발표,201605
"동,니켈,아연","중국 경기지표 부진 및 미국 추가 금리인상 가능성에 따른 가격약세 중국의 4월 산업생산 증가율은 전년동월대비 6%증가로 전월보다 0.8%p 하락한 가운데 미국 지역연준 총재들의 추가 금리인상 지지발언 등으로 달러가치 상승에 따른 수요둔화세가 나타남. 동은 중국 MMG사가 Las Bambas광산(연내 30만톤 생산가능)외에도 50억불 추가투자 계획을 밝혔고, 니켈도 Norilsk Nickel사가 향후 10년간 Tainakh에서 연간 1,480~1,800만톤 증산계획이 있어 공급과잉 우려 심화",201605
철광석,"중국 선물시장 위축 및 철강 과잉공급에 따른 가격 하향세 중국의 원자재 선물시장에 대한 거래세 인상 등 규제 강화로 투기수요가 완화된 가운데 글로벌 철강시장에 대한 공급과잉 우려로 하방리스크가 심화됨. 중국산 저가 철강재에 대해 미국이 500%이상의 관세부과를 발표했고, 중국은 수출세 환급조치 유지로 대응하며 무역분쟁이 심화될 조짐",201605
유연탄,"국제유가 상승세에 따른 유연탄 가격 소폭 반등 5월셋째주 국제유가(WTI현물가)는 전주대비 3.3% 상승한 배럴당 47.8달러로 전반적인 에너지원 가격을 견인함. 또한 중국은 향후 3~5년내 석탄 5억톤을 감산할 계획이며, Shenhua Energy사 금년 3천만톤 감축결정으로 공급과잉이 완화될 전망",201605
우라늄,"메이저 감산결정에 따른 우라늄 가격반등세 유지 우라늄 시장이 일본 지방법원의 Takahama 3,4호기 재가동 불허결정 이후 급속히 냉각되었으나, 4월 메이저 Cameco사의 감산결정(500만파운드)과 유가회복세가 가격상승 압력 발생",201605
"동,니켈,아연","미연준 추가 금리인상 가능성 증대에 따른 가격약세 미국의 `16년1분기 GDP성장률이 0.8%로 종전 발표치인 0.5%에서 상향조정되었고, 신규주택판매 지표 또한 8년만에 최고치를 기록하는 등 경제지표 개선에 힘입어 미연준의 기준금리 인상 가능성이 높아짐에 따라 가격하락요인이 우세한 것으로 분석. 특히 아연의 경우 중국의 4월 정련아연 수입량이 전년동월대비 24%, 전월대비 49%나 감소하는 등 경기위축에 따른 금속소비 감소세가 우려되는 상황임",201605
철광석,"중국 철강 과잉공급에 따른 가격 하향세 중국의 부동산 가격지수는 회복되는 추세이나 건설업투자지표는 여전히 장기평균을 하회하고 있어 철강재 공급과잉이 지속되고 있음. 건설용 계절성 수요가 이미 정점을 지났고, 중국의 원자재 선물시장 또한 규제강화로 투기수요가 완화됨에 따라 가수요도 기대하기 어려울 것으로 분석",201605
유연탄,"국제유가 상승세에 따른 유연탄 가격 소폭 반등 5월넷째주 국제유가(WTI현물가)는 전주대비 3.2% 상승한 배럴당 49.3달러로 유연탄 가격을 견인함. 또한 Citigroup에 따르면, 중국의 석탄수급은 산업 구조조정에 따른 공급감소율(9%)이 수요감소율(3.4%)을 능가하여 유연탄 가격이 톤당 60달러 후반까지 상승할 것으로 전망함",201605
우라늄,4주연속 가격 상승랠리 끝내고 다시 하락세 일본 원전재가동 정책차질로 시작된 가격하향세가 지난달 메이저 Cameco사의 500만파운드 감산결정을 계기로 최근 4주연속 가격이 상승했으나 재고과다에 따른 가격약세가 나타남,201605
"동,니켈,아연","유럽중앙은행 금리동결 및 미달러 약세에 따른 가격상승세 ECB의 5월 양적완화 규모가 852억유로(목표치800억유로)를 기록한 가운데 기준금리를 동결하며 확장적 기조를 이어갔으며, 미국은 5월 비농업고용지표가 3.8만명 증가로 예상치 16만명을 크게 하회하면서 미달러 약세가 나타남에 따라 비철금속 투자수요가 증가한 것으로 분석. 또한 필리핀 니켈광산들의 환경법 위반소식이 전해지면서 중국의 니켈원광 수입이 차질을 빚을 가능성이 있음",201606
철광석,"중국 철강재의 계절성 수요둔화에 따른 약보합세(6주연속 하락세) 중국 철강재의 건설용 계절성 수요가 이미 정점을 지났으나, 철강 생산업체들의 생산은 4,5월 철강가격 상승을 기화로 높은 수준을 유지하고 있어 공급과잉 우려가 심화됨에 따라 철광석 가격은 6주연속 하락하고 있음",201606
유연탄,"태국 발전용 연료탄 수입증가 및 인도네시아 석탄 생산감소 전망에 따른 가격상승세 6월첫째주 국제유가(WTI현물가)는 전주대비 1.4% 감소한 배럴당 48.6달러로 유연탄 시장에 하방압력을 가했으나, 태국 등 동남아시아의 호주산 연료탄 수입 증가세와 인도네시아의 `17년 석탄 생산축소 전망으로 유연탄 가격이 전주대비 소폭 상승함",201606
우라늄,"미국 Exelon사의 원전폐쇄 계획에 따른 약보합세 재고과다로 우라늄 가격이 약세인 가운데 미국의 Exelon사는 `17년 6월에 Clinton원전, `18년 6월에 Quad Cities 원전의 폐쇄를 발표하면서 우라늄가격 하방압력이 발생함. 다만, 나이지리아 정부는 러시아 Rosatom사의 원전 4개 건설 프로젝트에 800억달러를 투자하는 최종결정이 임박했다는 소식이 전해지면서 향후 장기수요가 개선될 전망",201606
"동,니켈,아연","광종별 펀더멘털 차이에 따른 가격 비(非)동조화 동은 페루의 Las Bambas(연간40만톤급)등 대형광산 생산개시에 따른 구리원광의 공급증대로 중국의 5월 원광수입량이 전월대비 45.3%나 증가했으며, 6월2주차 LME전기동 재고량도 211천톤으로 전주의 154천톤에서 57천톤(10년래 최대증가)증가하며, 하방압력이 가중되는 상황임. 이에비해 아연은 Century, Lisheen등 대형광산 폐광으로 공급부족이 지속되고 있고, 니켈은 필리핀 광산의 환경법 위반관련 불확실성이 확대되면서 수급전망이 악화되어 가격상승세가 나타남",201606
철광석,"중국 탕산시 철강재 생산 제한요청에 따른 가격반등 철강재 주요 생산도시인 탕산시의 환경규제에 따른 철강재 생산 제한요청으로 단기적인 생산차질이 예상되면서 철광석 가격도 전주대비 5.9% 상승하며, 톤당 50달러선을 회복함",201606
유연탄,한국 노후 석탄발전소 10기 폐쇄발표 등에 따른 연료탄 수요충격 발생 서울 미래에너지포럼에서 우리나라 산업통상자원부 장관은 미세먼지 감축을 위해 40년이상 가동된 석탄발전소 10기를 폐쇄할 것을 언급하면서 유연탄시장 하방압력이 가중됨. 6월둘째주 국제유가(WTI현물가)는 전주대비 0.9% 상승한 배럴당 49.1달러로 보합세를 보이며 영향력이 적었음,201606
우라늄,인도 Nuclear Power사와 미국 Westinghouse사간 원전 건설합의에 따른 가격상승세 인도 국영 Nuclear Power Corporation과 미국 Westinghouse사간 원전 6기 신규건설을 위한 설계 및 부지작업 개시에 합의함에 따라 우라늄 가격상승압력이 발생함,201606
"동,니켈,아연","브렉시트 및 중국 경기둔화에 따른 가격약세 미연준의 기준금리(0.25%~0.5%) 동결로 달러가치가 약세를 나타냈으나, Brexit(영국의 EU탈퇴가능성)관련 불확실성 증대로 위험자산 기피현상이 심화되면서 비철금속 가격하방압력이 높아짐. 또한 중국의 1~5월 고정자산투자가 전년동기대비 9.6%증가에 그치면서 2000년이후 처음으로 10%대를 하회함. 단, 니켈은 INSG에 따르면 4월 수급상황이 1만톤 공급부족(전월대비 22%증가)으로 가격상승압력이 나타남",201606
