날짜,광물이름,보고서 내용
202504,망간,"남아공 UMK(United Manganese of Kalahari), 시장 상황 악화로 망간 수출 시 철도 운송으로 제한 ‐동사는 제강업계 수요감소로 망간 광석가격이 지속적으로 하락하자 망간 수출 시 당분간 철도 운송만 진행할 예정이라고 밝힘. 중국 항구의 망간 광석 재고가 최저 수준임에도 불구하고 광석가격은 하락세를 이어가고 있고, 남아공 정부의 현지 가공산업 육성을 위한 광석 수출량 할당제 도입 추진과 미국 관세 정책에 따른 글로벌 공급망 불확실성 확대가 맞물리며 남아공 망간 광석의 공급에도 영향을 미칠 것으로 전망됨. 동사는 남아공 두번째 망간 생산업체로 남아공 망간 수출량의 약 12.5%를 차지하고 있음"
202504,망간,"미국, 망간 등 남아공 주요 생산 광물 상호 관세 부과 면제 ‐미국이 수입하는 남아공 생산 광물 중 망간, 백금족 금속(PGM), 금, 티타늄, 크롬 및 석탄은 트럼프 대통령이 발표한 상호 관세 부과 대상에서 제외됨(‘25.4월). 2024년 남아공에서 미국에 수출한 광물수출액은 약 U$34억이며 백금족 금속이 전체의 76%를 차지함. 남아공에서 수출하는 철광석, 다이 아몬드 등 일부 품목에 대해서는 30% 상호 관세가 부과될 예정임 ‐백금족 금속이 관세 부과 대상에서 제외되었지만 트럼프 행정부가 미국에 수입되는 자동차, 트럭 및 자동차 부품에 25%의 관세를 부과한다고 밝힘에 따라 자동차 수요 둔화와 함께 자동차 배기가스 촉매장치에 사용되는 백금, 팔라듐, 로듐 등의 수요 및 가격에 영향을 미칠 것으로 전망됨"
202504,망간,"호주 Element 25, Butcherbird 망간 프로젝트 확장 관련 최종 승인 확보 ‐동사는 철강, 배터리 소재에 사용되는 망간 개발을 위한 환경부의 최종 법적 승인을 획득함(‘25.3월). Butcherbird는 호주에서 가장 큰 육상 망간 프로젝트로 7개 지역에 매장량(Resources) 약 274백만톤 (확정 14백만톤, 추정 116백만톤, 예상 144백만톤), 가채매장량(Reserves) 약 101.4백만톤(확정 11.9백만톤, 추정 89.5백만톤)(‘25.1월) 이상의 망간이 부존되어 있으며 연간 1.1백만톤의 망간 정광을 생산할 예정임. 망간 원광의 평균 품위는 10~11%이고 선광 공정을 통해 철강 및 배터리용으로 사용 가능한 품위 30~35% 망간 정광을 생산할 계획임 ‐본 프로젝트에서 채굴된 광석은 미국 루이지애나에 건설 예정인 동사의 시설에서 전기차 배터리용 황산망간 생산 시에 공급될 예정이며 이를 통해 글로벌 망간 시장 입지가 강화될 것으로 예상됨"
202504,망간,"페로망간 수입액 비중은 인도(U$2,685천, 66.9%), 말레이시아(U$1,330천, 33.1%) 등 상위 2개국이 100%를 차지함"
202504,망간,"25.3월, 페로망간 수입량은 4,550톤으로 전년 동기 대비 13.7% 감소, 수입액은 U$4,016천으로 전년 동기 대비 8.8% 감소하였음. 같은 기간 페로실리코망간 수입량은 12,589톤으로 전년 동기 대비 10.0% 감소, 수입액은 U$13,275천으로 전년 동기 대비 7.7% 감소세를 나타냄"
202504,망간,"페로망간 3월 평균가는 톤당 U$1,112.50로 전월 대비 2.20% 하락하였으며, 최근 1년 최저가 (‘24.4월, U$1,085.56)에 근접함. 철강 수요 감소에 따른 중국 수출 수요 둔화, 광석가격 하락 등으로 가격 하향 추세가 지속되고 있음"
202504,망간,"25.3월 평균가격 : U$1,112.50/t(전월 대비 2.20% 하락)"
202504,텅스텐,"캐나다 Almonty Industries, 미국 상호 관세에서 자사 텅스텐 적용 제외 발표 ‐미국 트럼프 행정부가 발표한 상호 관세 대상에서 동사의 텅스텐 광석, 정광 및 산화물은 제외되었다고 발표함(‘25.4월). 이에 Almonty가 중국 외 텅스텐 대체 공급처로 떠오르면서 동사의 주가는 급등함 ‐동사는 미국 Global Tungsten&Powders와 장기 구매 계약을 체결하였음. 상동 광산에서 나오는 텅스텐 가운데 약 45%는 미국으로, 나머지 55%는 한국 소비자에게 제공될 것으로 예상됨 ‐미국은 2025년 1월 1일부터 중국산 텅스텐 제품에 대한 관세를 25%로 인상했으며, 2월부터 중국산 제품에 10% 추가 관세를 부과함. 이에 대응하여 중국은 텅스텐, 텔루륨, 비스무트 등 핵심 원자재에대한 수출통제 조치를 발표함 ‐텅스텐은 항공우주, 반도체, 방위 및 고성능 전자제품에 필수적인 핵심광물임. 중국은 글로벌 텅스텐 공급을 지배하고 있어 서방국들이 공급원을 다각화하기 위해 노력하고 있음"
202504,희토류,"사우디 Maaden, 희토류 가공사업 파트너로 해외 기업 물색 중 ‐사우디아라비아의 국영광산회사 Maaden이 희토류 가공사업 파트너로 해외 기업을 물색 중이며, 협업 대상은 미국 MP Materials, 중국 Shenghe Resources, 호주 Lynas Rare Earths, 캐나다 Neo Performance Materials 4개 기업 중 한 곳 이상이 될 것으로 보임 ‐Maaden은 6월 말까지 파트너사를 선정하고 희토류 가공시설과 자국 내 자석 제조시설 개발을 위한 계획 수립에 착수할 예정임. 또한 사우디의 광물 매장지를 어떻게 채굴하고 가공할지에 대한 공동 연구를 시작할 예정이며, 이 일정은 올해 12월까지 완료하는 것을 목표로 하고 있음"
202504,희토류,"그린란드 Tanbreez 희토류 프로젝트 PEA 평가액, U$30억 발표 ‐Critical Metals가 그린란드 남부의 Tanbreez 프로젝트에 대한 예비경제성평가(PEA) 결과를 발표함. PEA에 따르면 Tanbreez 프로젝트는 약 U$30억(할인율 15%~12.5% 적용 시 약 U$28억~U$36억)의 순현재가치(NPV)와 180%의 내부수익률(IRR)이 기대되는 것으로 평가됨 ‐Tanbreez 프로젝트의 매장량은 총 45백만 톤(TREO 0.4%)으로, 이 중 27%는 중희토류(디스프로슘, 터븀, 이트륨)로 구성되어 있으며, 초기에는 연간 약 85천톤의 희토류 산화물(REO)을 생산하고, 이후 모듈식 확장을 통해 연간 425천톤까지 생산량을 확대할 계획임"
202504,희토류,"Rare Element Resources, Bear Lodge 희토류 프로젝트에 U$553백만 자금 조달 임박 ‐Rare Element Resources사는 미국 수출입은행(EXIM)이 와이오밍주 Bear Lodge 희토류 프로젝트 개발 지원을 위해 최대 U$553백만의 대출 의향서(LOI)를 전달했다고 밝힘. 이는 3월 초, 미 트럼프 대통령이 EXIM 등 연방기관에 대해 희토류 등 핵심광물 분야에 대한 지원을 지시한 것과 관계됨 ‐동사는 2004년에 Bear Lodge 프로젝트 내 Bull Hill 지역에서 희토류 탐사를 시작했으며, 2025년부터는 파일럿 플랜트를 가동하여 약 10개월간 최대 10톤의 네오디뮴-프라세오디뮴 산화물을 생산할 계획임"
202504,희토류,"벨기에 Solvay, La Rochelle 희토류 가공시설 확장 계획 추진 ‐벨기에 Solvay는 중국이 희토류 수출을 제한한 가운데, 과거의 입지를 회복하기 위해 La Rochelle 희토류 가공시설 확장 계획에 착수함. Solvay는 소규모 생산을 먼저 시작했으며, 고객 수요가 확인되면약 U$109백만을 추가 투자해 대규모 확장을 추진할 계획임 ‐해당 공장은 세계 최대 희토류 가공시설 중 하나였으나 중국이 저비용 생산으로 시장을 확장하면서 점차 생산량이 감소함. Solvay는 이번 확장을 통해 전기차와 풍력터빈용 자석에 사용되는 네오디뮴, 프라세오디뮴의가공에 집중하고, 2030년까지 유럽 내 자석용 희토류 수요의 30%를 공급하는 것을 목표로 하고 있음"
202504,희토류,"세륨화합물 수입액 비중은 대만(U$750천, 45.3%), 일본(U$475천, 28.7%), 중국(U$299천, 18.1%) 등 상위 3개국이 92.1%를 차지함"
202504,희토류,"25.3월, 세륨화합물 수입량은 75톤으로 전년 동기 대비 23.0% 증가, 수입액은 U$1,654천으로 전년 동기 대비 21.1% 감소하였음. 같은 기간 산화이트륨 수입량은 27톤으로 전년 동기 대비 22.9% 감소, 수입액은 U$1,228천으로 전년 동기 대비 1.3% 감소세를 나타냄"
202504,희토류,"향후 네오디뮴, 터븀 등 자석용 희토류는 수요 증가로 가격 상승세를 유지할 것으로 보이나, 기타 희토류는 공급과잉에 따라 하락세를 보일 것으로 예상됨"
202504,희토류,"중국의 희토류 수출 제한에 따른 공급망 불안정성, 자석 수요의 증가 등으로 산화디스프로슘을 제외한 대부분의 희토류 가격이 상승세를 보임"
202504,희토류,"산화세륨 25.3월 평균가격 : U$1,893.75/t(전월 대비 35.21% 상승)"
202504,리튬,"Lithium Americas, Thacker Pass 광산 개발을 위한 최종 투자 결정 발표 ‐Lithium Americas는 4월 1일, 미국 네바다주 Thacker Pass 리튬 광산의 1단계 개발을 위한 최종 투자결정(FID)을 발표함. 해당 프로젝트는 Lithium Americas와 General Motors간 합작투자(JV)로 진행되며, 각각 U$192백만과 U$100백만을 현금으로 추가 출자하여 자금 조달을 완료함 ‐1단계 생산 개시는 2027년 하반기로 예상하고 있음. 연간 4만톤의 배터리 등급 탄산리튬을 생산 가능하며, 이는 약 80만대의 전기차 배터리에 사용될 수 있는 양임 Kodal Minerals, 말리 Bougouni 리튬 광산에서 상업생산 임박 발표 ‐Kodal Minerals는 2025년 4월 4일, 말리 남부 Bougouni 리튬 프로젝트가 거의 완공되어 상업 생산을 앞두고 있다고 발표함. 작년 12월, Ganfeng Lithium의 Goulamina 프로젝트에서 말리의 첫 리튬생산이 이루어진 이후, Bougouni가 두 번째가 될 예정임. Kodal은 광산의 밀도분리(Dense Media Seperation) 처리 플랜트에서 이미 11천톤 이상의 스포듀민 정광 생산이 가능함을 확인했으며, 향후 매월 11천톤의 스포듀민 정광 생산 목표를 달성할 것을 확신한다고 밝힘"
202504,리튬,"아르헨티나 광산기업협회(CAEM), 2025년 리튬 생산량 전년 대비 75% 증가 기대 ‐4월 8일(화), 아르헨티나 광산기업협회(CAEM)는 2025년에 전년 대비 75% 증가한 탄산리튬등가물 (LCE) 130.8천톤을 생산할 예정이라고 발표함. Salta 지역의 새 광산 운영, Catamarca 및 Jujuy지역의 광산 확장이 생산량 증가에 기여할 것으로 분석함 ‐아르헨티나는 세계 5위 리튬 생산국으로, 6개의 리튬 프로젝트가 가행 중이며 2024년에는 전년 대비 62% 증가한 74.6천톤의 리튬을 생산함. 2024년 생산 증가의 주요 원인은 Fenix 광산 확장과 Cauchari Olaroz 광산의 램프업, 2024년 10월부터 시작된 Sal de Oro 광산의 신규 생산인 것으로 파악됨"
202504,리튬,"Rio Tinto, 콩고민주공화국(DRC)에서 Roche Dure 리튬 광산 개발 논의 중 ‐Rio Tinto가 콩고민주공화국(DRC) 정부와 Roche Dure 리튬 광산 개발 방안에 대해 논의 중임. Roche Dure는 세계에서 가장 큰 경암형 리튬 광체 중 하나이며, 캘리포니아 탐사기업 KoBold Metals도 Rio Tinto와 파트너십을 맺고 공동개발·운영하는 방안을 고려중임 ‐Rio Tinto는 공급과잉으로 인한 리튬 가격 하락을 기회로 삼아 사업을 적극적으로 확장하고 있음. 지난 해에는 U$67억에 Arcadium Lithium을 인수하는 계약을 체결했으며, 유럽에서 가장 큰 리튬 광산인 세르비아 Jadar 프로젝트와 아르헨티나의 Rincon 프로젝트를 개발 추진중임"
202504,리튬,"칠레 국영광산회사 ENAMI, Antofagasta 지역 리튬 매장량 28% 추가 확인 ‐칠레 국영광산회사(ENAMI)의 최근 발표(4/7)에 따르면, 칠레 북부 Antofagasta 지역의 염호 분석 결과, 리튬 매장량이 이전 평가 결과보다 28% 증가함. La Isla 염호는 150% 증가한 2.13백만톤, Aguilar염호는 40% 증가한 약 1백만톤으로 나타났으며, 이에 따라 칠레 총 리튬 매장량은 약 3.05백만톤이추가됨. 이는 미국지질조사국(USGS)의 매장량 평가(‘24년말) 대비 상당한 증가임 ‐ENAMI는 오는 5월에 이번에 조사된 두 염호를 공동 개발할 파트너를 선정할 예정이며, 이는 ENAMI의 Salares Altoandinos 프로젝트의 일환으로, 정부가 리튬 생산에 본격적으로 뛰어드는 사업 중 하나임"
202504,리튬,"탄산리튬 수입액 비중은 칠레(U$39,472, 90.0%), 아르헨티나(U$3,870천, 8.8%), 중국(U$251천, 0.6%) 등 상위 3개국이 99.4%를 차지함"
202504,리튬,"25.3월, 탄산리튬 수입량은 3,181톤으로 전년 동기 대비 183.0% 증가, 수입액은 U$43,852천으로 전년 동기 대비 67.1% 증가함. 같은 기간 수산화리튬 수입량은 4,378톤으로 전년 동기 대비 57.3% 감소, 수입액은 U$60,074천으로 전년 동기 대비 65.2% 감소세를 나타냄"
202504,리튬,‘25.3월 중국 리튬 시장은 공급과잉 및 수요둔화 이중 압력으로 하락세를 지속함. 특히 CATL의 생산 재개가 공급 확대를 주도했으나 미국의 관세 부과 등으로 리튬 수요는 감소하는 흐름을 보임
202504,코발트,"코발트메탈 3월 평균가는 파운드당 U$17.75로 전월 대비 26.79% 상승하였으며, 공급과잉으로 인한 지속적인 하락 추세에서 3월에 반등 신호를 보임. DR콩고의 일시적인 코발트 수출제한 조치가 단기 가격 급등 흐름을 만듦"
202504,희토류,"Energy Fuels, 중국의 수출제한 희토류 6종 생산 가능 기술 확보 ‐미국 Energy Fuels는 최근 중국의 희토류 수출 통제 조치에 포함된 7종 중 6종(사마륨, 가돌리늄, 디스프로슘, 터븀, 루테튬, 이트륨)의 희토류 산화물을 대량 생산할 수 있는 기술을 확보했다고 밝힘 ‐유타주의 White Mesa 제련소에서 이 기술을 적용하고 있으며, 동사는 이미 상업 규모의 네오디뮴-프라 세오디뮴(NdPr) 산화물 생산을 시작한 것으로 알려짐"
202504,코발트,"2월에는 핀란드에서 일부 산화코발트를 수입하였지만, 3월에는 전량 중국(U$4,325천, 100%)으로부터 수입됨"
202504,티타늄,"25.3월 평균가격 : RMB49,000.00/t(전월 대비 5.66% 상승)"
202504,텅스텐,"호주 EQ Resources(EQR), U$124백만 오프테이크 계약 체결 ‐동사는 호주 Mt Carbine 광산, 스페인 Barruecopardo 광산 등에서 생산된 텅스텐을 향후 24개월간 5개의 업체에 공급하는 장기 오프테이크 계약을 체결했다고 밝힘(‘25.3월). 금차 계약의 가치는 약 U$124백만이고 품위 50%인 삼산화텅스텐(WO3) 정광 20톤짜리 470개에 해당하는 양임. 본 물량은 유럽에 25%, 북미에 25%, 나머지 50%는 아시아로 공급될 예정이며 수요자는 텅스텐 APT, 산화텅스텐, 텅스텐 카바이드 등을 생산하는 기업들임 ‐최근 중국의 텅스텐 수출통제 조치로 인해 장기 공급 계약에 대한 관심이 증가하는 추세임"
